,cid,name,atc_code
368,384,2-(1-Carboxyethylamino)pentanoic acid,
369,385,Pimelic acid,
370,386,"[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[hydroxy-[hydroxy-[3-hydroxy-2,2-dimethyl-3-[2-[2-[(3S,7S,11R)-3,7,11,15-tetramethylhexadecanoyl]sulfanylethylcarbamoyl]ethylcarbamoyl]propoxy]phosphoryl]oxy-phosphoryl]oxymethyl]oxolan-3-yl]oxyphosphonic acid",
371,387,"S-{1-[5-(6-Amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]-3,5,9-trihydroxy-8,8-dimethyl-3,5,10,14-tetraoxo-2,4,6-trioxa-11,15-diaza-3lambda~5~,5lambda~5~-diphosphaheptadecan-17-yl} phenylethanethioate (non-preferred name)",
372,388,Malyl-coenzyme A,
373,389,DL-Ornithine,
374,390,"6-((((((5-(2,4-Dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methoxy)(hydroxy)phosphoryl)oxy)(hydroxy)phosphoryl)oxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid",
375,391,"3,8-Dimethyldec-7-en-1-yl trihydrogen diphosphate",
376,392,beta-Lysine,
377,393,"2,4,5-Trihydroxy-3-oxo-6-phosphonooxyhexanoic acid",
378,394,CID 394,
379,395,"3-[7,12-Bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6,21,23,24-tetrahydroporphyrin-2-yl]propanoic acid",
380,396,CID 396,
381,397,Indole-3-acetamide,
382,398,2-Nitropropane,
383,399,"Buta-1,3-diene-1,2,4-tricarboxylic acid",
384,400,N-(2-formylphenyl)formamide,
385,401,4-Aminoisoxazolidin-3-one,
386,402,Hydrogen Sulfide,
387,403,4-Aminophenol,
388,404,7-Hydroxylysine,
389,405,7beta-Hydroxycholes-terol,
390,406,Phosphonic acid dianion,
391,407,Phosphorous acid,
392,408,1-Methyl-5-(3-pyridinyl)-2-pyrrolidinone,
393,409,Nicotine 1-N-oxide,
394,410,"3,4,5-Trihydroxy-6-[3-(1-methylpyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid",
395,411,"3,4,5-Trihydroxy-6-[3-(1-methyl-5-oxopyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid",
396,412,Nornicotine,
397,413,Norcotinine,
398,414,"2-Pyrrolidinone, 3-hydroxy-1-methyl-5-(3-pyridinyl)-",
399,415,5-Hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one,
400,416,3-Hydroxycotinine glucuronide,
401,417,CID 417,
402,418,"3,5-Cyclohexadiene-1,2-diol",
403,419,4-Keto hex-2-enedioic acid,
404,420,Cholest-7-en-3beta-ol,
405,421,Dihydrolipoic acid,
406,422,"d-Gluconic acid, 6-(dihydrogen phosphate), trisodium salt",
407,423,2-Amino-4-oxopentanoic acid,
408,424,DL-Aspartic acid,
409,425,GU17;ISL;Isoliquiritigen,
410,426,Nopaline,
411,427,Octopine,
412,428,"1,3-Diaminopropane",
413,429,"1-deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4,4a,5-tetrahydrobenzo[g]pteridin-10(2H)-yl)pentitol",
414,430,N-Methylnicotinium,
415,431,Nicotine imine,
416,432,1-Methyl-2-(pyridin-3-yl)pyrrolidin-2-ol,
417,433,N'-Hydroxymethyl-norcotinine,
418,434,Pseudooxynicotine,
419,435,4-Oxo-4-(3-pyridyl)-butanamide,
420,436,Oxoamide,
421,437,4-Oxo-4-(pyridin-3-yl)butanoic acid,
422,438,4-Hydroxy-4-(3-pyridyl)-butanoic acid,
423,439,4-Pyridin-3-yl-but-3-enoic acid,
424,440,"10,13-Dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",
425,441,3-Hydroxybutyric acid,
426,442,"3,4,5-Trihydroxy-2-oxo-6-phosphonooxyhexanoic acid",
427,443,"Androstane-3,17-dione, (5alpha)-",
428,445,2-(Tert-butylamino)-1-(3-chlorophenyl)propan-1-ol,
429,446,Hydroxybupropion,
430,447,3-Chlorobenzoic acid,
431,448,m-Chlorohippuric acid,
432,449,Mevalonate,
433,450,"13-Methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",
434,451,CID 451,
435,452,"2,3,4,5,6-Pentahydroxycyclohexanone",
436,453,Hexitol,
437,455,"2-amino-6-(2-hydroxypropanoyl)-4a,7,8,8a-tetrahydro-3H-pteridin-4-one",
438,456,Oxaluric acid,
439,457,1-Methylnicotinamide,
440,458,S-methylmethionine,
441,459,CID 459,
442,461,Palmitoylcarnitine,
443,462,Palmitoyl carnitine,
444,463,N2-Succinoylarginine,
445,464,Hippuric Acid,
446,465,"({3,4-Dihydroxy-5-[(methylsulfanyl)methyl]oxolan-2-yl}oxy)phosphonic acid",
447,466,1-O-phosphonohexopyranose,
448,467,"[2-Methyl-3-(2,6,10,14-tetramethylpentadeca-1,5,9,13-tetraenyl)-2-(4,8,12-trimethyltrideca-3,7,11-trienyl)cyclopropyl]methyl phosphono hydrogen phosphate",
449,468,"[2-(4,8-Dimethylnona-3,7-dien-1-yl)-2-methyl-3-(2,6,10-trimethylundeca-1,5,9-trien-1-yl)cyclopropyl]methyl trihydrogen diphosphate",
450,469,2-Aminohexanedioic acid,
451,470,"2,4-Diaminobutyric acid",
452,471,(+/-)-Taxifolin,
453,472,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",
454,473,4-(Methylsulfanyl)-2-oxobutanoic acid,
455,474,"[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dimethylamino hydrogen phosphate",
456,475,6-DEOXY-beta-L-GALACTOSE PHOSPHATE DI(CYCLOHEXYLAMMONIUM SALT),
457,476,3-Hydroxy-3-methyl-5-phosphonooxypentanoic acid,
458,477,"(2,5-Dihydroxy-3,4,6-triphosphonooxycyclohexyl) dihydrogen phosphate",
459,478,"(2,4-Dihydroxy-3,5,6-triphosphonooxycyclohexyl) dihydrogen phosphate",
460,479,Pantethein,
461,480,CID 480,
462,481,D-Fructose 1-phosphate,
463,482,Inositol pentakisphosphate,
464,483,"[3,4-Dihydroxy-2-(hydroxymethyl)-5-(phosphonooxymethyl)oxolan-2-yl] dihydrogen phosphate",
465,484,4-Aminoimidazole,
466,485,Choline sulfate,
467,486,Choline hydrogen sulfate,
468,487,Methylmalonic acid,
469,488,S-Formylglutathionic acid(1-),
470,489,2-Deoxy-2-sulfoaminohexose,
471,490,Phosphonoacetaldehyde,
472,491,Trithionate,
473,492,Trithionic acid,
474,493,"2-Amino-5-[[amino-[[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]amino]methylidene]amino]pentanoic acid",
475,494,"5-(Methylsulfanylmethyl)oxolane-2,3,4-triol",
476,495,"2-Amino-4-[(3,4,5-trihydroxyoxolan-2-yl)methylsulfanyl]butanoic acid",
477,496,N1-Acetylspermidine,
478,497,"5-(2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanamide",
479,498,CID 498,
480,499,DL-Pyroglutamic acid,
481,500,4-Guanidinobutyric acid,
482,501,2-Amino-5-(amino-dimethylamino-methylidene)amino-pentanoic acid,
483,502,N-carbamoylputrescine,
484,503,2-amino-N-carbamoylacetamide,
485,504,4-Imidazolone,
486,505,"[5-[(5-amino-2,4-dioxo-1H-pyrimidin-6-yl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",
487,506,CID 506,
488,507,"[[5-(4-Amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2,3-dihydroxypropyl hydrogen phosphate",
489,508,9-(5-o-{Hydroxy[(hydroxy{[hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl)oxy]phosphoryl}pentofuranosyl)-9h-purin-6-amine,
490,509,CID 509,
491,510,Trimetaphosphoric acid,
492,511,Thiamine triphosphate,
493,512,"2,6-Dioxo-6-phenylhex-3-enoic acid",
494,513,"3-Hydroxybutane-1,2,3-tricarboxylic acid",
495,514,"[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] 2,3-dihydroxybenzoate",
496,515,2-Methylcitric acid,
497,516,3-Hydroxy-5-[hydroxy(phosphonooxy)phosphoryl]oxy-3-methylpentanoic acid,
498,517,"3-[7,13,17-Tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8,10-trimethyl-2,7,15,21,23,24-hexahydroporphyrin-2-yl]propanoic acid",
499,518,"3-[5,9,19-Tris(2-carboxyethyl)-4,10,15-tris(carboxymethyl)-2-hydroxy-2,15,20-trimethyl-22-oxo-23-oxa-24,25,26,27-tetrazahexacyclo[16.5.1.13,6.18,11.113,16.01,20]heptacosa-3,5,8,10,12,16,18(24)-heptaen-14-yl]propanoic acid",
500,519,"3,4-Dihydroxy-5-oxo-6-phosphonooxyhexanoic acid",
501,520,2-Amino-3-hydroxyoctadecyl dihydrogen phosphate,
502,521,3-hydroxybutanoyl CoA,
503,522,"3-[1-acetyl-8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-2,7,17-trimethyl-10,15,21,23-tetrahydro-3H-corrin-3-yl]propanoic acid",
504,523,"2,5-Dioxopentanoic acid",
505,524,2-Hydroxy-3-oxobutanedioic acid,
506,525,Malic Acid,
507,526,"3-[1-Acetyl-8,13,17-tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-2,7,11,17-tetramethyl-3,10,15,21-tetrahydrocorrin-3-yl]propanoic acid",
508,527,Propionaldehyde,
509,528,Acetylhomoserine,
510,529,2-Phosphoglycolic Acid,
511,530,CID 530,
512,531,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-aminobutanethioate",
513,532,"3-[8,13,17-Tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-1,2,7,11,17-pentamethyl-3,10,21,24-tetrahydrocorrin-3-yl]propanoic acid",
514,533,Hydrogen selenide,
515,534,"3-[8,13,17-Tris(2-carboxyethyl)-2,7,12,18-tetrakis(carboxymethyl)-1,2,7,11,17-pentamethyl-3,10,18,19,21,24-hexahydrocorrin-3-yl]propanoic acid",
516,535,1-Aminocyclopropanecarboxylic acid,
517,536,"3-[3,13,17-tris(2-carboxyethyl)-2,7,18-tris(carboxymethyl)-1,2,5,7,11,15,17-heptamethyl-12-methylidene-8,10,15,18,19,23-hexahydro-3H-corrin-8-yl]propanoic acid",
518,537,"3-[3,12,17-Tris(2-carboxyethyl)-2,13,18-tris(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid",
519,538,"3-[13,18-Bis(2-amino-2-oxoethyl)-3,12,17-tris(2-carboxyethyl)-2-(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid",
520,539,"3-[13,18-Bis(2-amino-2-oxoethyl)-3,12,17-tris(2-carboxyethyl)-2-(carboxymethyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanoic acid;cobalt",
521,540,Cyanic acid,
522,541,4-Nitrobenzaldehyde,
523,542,Muconolactone,
524,543,4-Carboxymuconolactone,
525,544,Arsorite,
526,545,Arsenous acid,
527,547,"3,4-Dihydroxyphenylacetic acid",
528,548,5-(Hydroxymethylidene)-2-oxohept-3-enedioic acid,
529,549,CID 549,
530,550,CID 550,
531,551,"2-Hydroxy-hept-2,4-diene-1,7-dioic acid",
532,552,CID 552,
533,553,4-Hydroxy-2-oxoheptanedioic acid,
534,554,"1,1-Dimethylpyrrolidinium-2-carboxylate",
535,555,"1,1-Dimethylpyrrolidin-1-ium-2-carboxylic acid",
536,556,2-(3-Carboxypropanoylamino)-5-oxopentanoic acid,
537,557,1-Methylpyrrolidine-2-carboxylic acid,
538,558,2-Oxoarginine,
539,559,4-Guanidinobutanal,
540,560,"3,4,6-Trihydroxy-5-oxohexanoic acid",
541,561,"1-Phospho-2,3-diketo-5-S-methylthiopentane",
542,562,"1-Penten-3-one, 1,2-dihydroxy-5-(methylthio)-",
543,563,3-(Methylthio)propionic acid,
544,565,CID 565,
545,566,Acetic acid;phenylmercury,
546,567,Phenylmercury,
547,568,Dibenzofuran,
548,569,3-(2-Hydroxyphenyl)catechol,
549,570,"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid",
550,571,"Butanoic acid, 4-[[6-amino-1-(2-mercaptoethyl)-6-oxohexyl]thio]-4-oxo-",
551,572,Fosmidomycin,
552,573,Provitamin A; beta-Carotene,
553,574,CID 574,
554,575,CID 575,
555,576,CID 576,
556,577,"[4,5-Dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]azanium",
557,578,"6-[3-Amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclohexane-1,2,3,4,5-pentol",
558,579,1-Adgmi,
559,580,"2-acetamido-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]-3-sulfanylpropanamide",
560,581,N-Acetyl-DL-cysteine,
561,582,"2-acetamido-3-[[2-acetamido-3-[[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]amino]-3-oxopropyl]disulfanyl]-N-[4,5-dihydroxy-6-(hydroxymethyl)-2-(2,3,4,5,6-pentahydroxycyclohexyl)oxyoxan-3-yl]propanamide",
562,583,Cotinine methonium ion,
563,584,2-Hydroxychromene-2-carboxylic acid,
564,585,4-(2-Hydroxyphenyl)-2-oxobut-3-enoic acid,
565,586,Creatine,
566,587,"Glycine, N-[imino(phosphonoamino)methyl]-N-methyl-",
567,588,creatinine,
568,589,"2-Propen-1-aminium, 3-carboxy-N,N,N-trimethyl-, inner salt",
569,590,"3-Carboxy-N,N,N-trimethyl-2-propen-1-aminium",
570,591,"[4-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobut-2-enyl]-trimethylazanium",
571,592,"S-{1-[5-(6-Amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]-3,5,9-trihydroxy-8,8-dimethyl-3,5,10,14-tetraoxo-2,4,6-trioxa-11,15-diaza-3lambda~5~,5lambda~5~-diphosphaheptadecan-17-yl} but-2-enethioate (non-preferred name)",
572,593,Cytidine triphosphate disodium salt,
573,594,DL-Cysteine,
574,595,DL-Cystine,
575,596,1-beta-D-Arabinofuranosylcytosine,
576,597,Cytosine,
577,599,4-Hydroxy-2-oxoglutaric acid,
578,600,"((2R,3S,4S,5R)-3,4,5-Trihydroxy-6-oxotetrahydro-2H-pyran-2-yl)methyl dihydrogen phosphate",
579,601,DL-Alanyl-DL-alanine,
580,602,DL-Alanine,
581,603,DL-Fructose-6-phosphate,
582,604,Hexonic acid,
583,605,"[4-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutyl]-trimethylazanium",
584,606,Imidazole glycerol phosphate,
585,607,Tetrahydroxyadipic acid,
586,608,"D-Galactonic acid, gamma-lactone",
587,609,"(5-Amino-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate",
588,610,Hexuronic Acid,
589,611,DL-Glutamic acid,
590,613,"Coenzyme A, S-(hydrogen methylpropanedioate)",
591,614,DL-Proline,
592,615,L-Ribulose 1-Phosphate,
593,616,"(2,3,4,5,7-Pentahydroxy-6-oxoheptyl) dihydrogen phosphate",
594,617,DL-Serine,
595,618,1-o-Phosphonohexitol,
596,619,"1,3,4,5-Tetrahydroxypentan-2-one",
597,620,[5-(6-Aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,
598,621,"Adenosine, 5'-phosphoric acid",
599,622,9-[2-Deoxy-5-o-(hydroxy{[hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl)pentofuranosyl]-9h-purin-6-amine,
600,623,[[5-(4-Amino-2-oxo-pyrimidin-1-yl)-3-hydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl]oxyphosphonic acid,
601,624,Cytidine 5'-(dihydrogen phosphate),
602,625,4-Amino-1-[2-deoxy-5-O-(hydroxy{[hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl)pentofuranosyl]pyrimidin-2(1H)-one,
603,626,2-Deoxyhexonic acid,
604,627,"4,5,6-Trihydroxy-3-oxohexanoic acid",
605,628,"1-[5-[[[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid",
606,629,"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid",
607,630,"1,3,4-Trihydroxy-5-oxocyclohexane-1-carboxylic acid",
608,631,2-Amino-1-hydroxyoctadecan-3-one,
609,632,"2,3,4,5-Tetrahydropyridine-2,6-dicarboxylic acid",
610,633,"2-(3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione",
611,634,2-Deoxy-1-o-phosphonopentofuranose,
612,635,"(3,5-Dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",
613,636,Deoxyadenosine,
614,637,Cytosine deoxyribonucleoside,
615,638,CID 638,
616,639,CID 639,
617,640,2'-Desoxyuridine,
618,641,"[(2,3-Dihydroxy-4-oxopentyl)oxy]phosphonic acid",
619,642,"3'-Dephosphocoenzyme A, >=90% (HPLC)",
620,643,Desthiobiotin,
621,644,CID 644,
622,645,CID 645,
623,646,CID 646,
624,647,Dimethylallyl diphosphate,
625,648,Dihydroorotic acid,
626,649,Dihydrouracil,
627,650,"2,3-Butanedione",
628,651,CID 651,
629,652,"7,8-Diaminononanoic acid",
630,653,CID 653,
631,654,Diethyl hydrogen phosphate,
632,655,"O,O-Diethyl hydrogen thiophosphate",
633,656,"13-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid",
634,657,"13-[3-[6-(Acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid",
635,658,"13-[6-(Acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid",
636,659,CID 659,
637,660,"3,4-Dihydrocoumarin",
638,661,CID 661,
639,662,Dihydrokaempferol,
640,663,Dihydrolipoamide,
641,664,CID 664,
642,665,CID 665,
643,666,CID 666,
644,667,"3-[7,13,17-Tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,9,10,15,21,23,24-octahydroporphyrin-2-yl]propanoic acid",
645,668,Dihydroxyacetone phosphate,
646,669,2-Hydroxy-3-oxobutyl phosphate,
647,670,Dihydroxyacetone,
648,671,"1,4-Dihydroxy-2-naphthoic acid",
649,672,Russupteridine IV,
650,673,"N,N-dimethylglycine",
651,674,Dimethylamine,
652,675,"5,6-Dimethylbenzimidazole",
653,676,CID 676,
654,677,"2,3-Dihydroxy-3-methylbutanoic acid",
655,678,CID 678,
656,680,"3,8-Dimethyldec-7-enyl dihydrogen phosphate",
657,682,L-dopaquinone,
658,683,"Glyceric acid 1,3-biphosphate",
659,684,dTDP-glucose dianion,
660,685,"(3,4-Dihydroxy-6-methyl-5-oxooxan-2-yl) [hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate",
661,686,"[Hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate",
662,687,"1-{2-Deoxy-5-O-[hydroxy(phosphonooxy)phosphoryl]pentofuranosyl}pyrimidine-2,4(1H,3H)-dione",
663,688,"1-(2-Deoxy-5-o-phosphonopentofuranosyl)pyrimidine-2,4(1h,3h)-dione",
664,689,2'-Deoxyuridine-5'-triphosphoric acid = dUTP,
665,690,"2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine",
666,691,2-Hydroxy-3-phenylprop-2-enoic acid,
667,692,Enterochellin,
668,693,"2,2-Dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane",
669,694,3-Pyridine aldoxime,
670,695,"2,3-Dihydroxy-4-phosphonooxybutanoate",
671,696,"2,3-Dihydroxy-4-phosphonooxybutanoic acid",
672,697,"Tetrose, 4-phosphate",
673,698,Menformon A,
674,699,"13-methyl-17-oxo-3-sulfooxy-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene",
675,700,Ethanolamine,
676,701,Ethyl 2-methylacetoacetate,
677,703,Flavitan,
678,704,"[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (5-amino-2,3,4-trihydroxypentyl) hydrogen phosphate",
679,705,"[[5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",
680,706,"3,7,11-Trimethyldodeca-2,6,10-trien-1-yl trihydrogen diphosphate",
681,707,"3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-ol",
682,708,"3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl phosphono hydrogen phosphate",
683,709,3-(4-Hydroxy-3-methoxyphenyl)prop-2-enoic acid,
684,710,Riboflavine 5'-(dihydrogen phosphate),
685,711,"[5-(7,8-Dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",
686,712,Formaldehyde,
687,713,Formamide,
688,714,Formyl-coenzyme A; (Acyl-CoA); [M+H]+,
689,715,"7-[[1-Carboxy-4-[[1-carboxy-4-[2-[4-[[5-(formamidomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-4-oxobutyl]amino]-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid",
690,716,"2,5-Bis(hydroxymethyl)oxolane-2,3,4-triol",
691,717,"[2,3,4-Trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",
692,719,"Tagatose, 6-(dihydrogen phosphate)",
693,720,"2-Amino-6-[[4,5-dihydroxy-6-(hydroxymethyl)-3-oxooxan-2-yl]amino]hexanoic acid",
694,721,"2-Amino-6-[[4,5-dihydroxy-3-oxo-6-(phosphonooxymethyl)oxan-2-yl]amino]hexanoic acid",
695,722,"2,3,4-Trihydroxy-5-(hydroxymethyl)oxolane-2-carboxylic acid",
696,723,2-Butenedioic acid,
697,724,3-Phosphoglycerate,
698,725,4-(Trimethylammonio)butanoate,
699,726,"[4-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutyl]-trimethylazanium",
700,728,"1,3,4,5,6-Pentachlorocyclohexene",
701,729,3-Phosphoglyceraldehyde,
702,730,CID 730,
703,731,CID 731,
704,732,CID 732,
705,733,CID 733,
706,734,"3,7-Dimethylocta-2,6-dienyl phosphono hydrogen phosphate",
707,735,CID 735,
708,736,"D-Gluconic acid, delta-lactone",
709,737,"[3,4,5-Trihydroxy-6-(phosphonooxymethyl)oxan-2-yl] dihydrogen phosphate",
710,738,DL-Glutamine,
711,739,2-Amino-2-Deoxy-Hexose,
712,740,alpha-Glucosamine 1-phosphate,
713,741,glutaconyl-coenzyme A,
714,742,4-Amino-5-oxo-pentanoic acid,
715,743,Glutaric acid,
716,744,"5-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopentanoic acid",
717,745,gamma-Glutamylcysteinylglycine,
718,746,2-Amino-5-[[1-(carboxymethylamino)-3-(disulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,
719,747,"2-Amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfonatosulfanylpropan-2-yl]amino]-1-hydroxy-1,5-dioxopentane",
720,748,2-Amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfosulfanylpropan-2-yl]amino]-5-oxopentanoic acid,
721,749,Glutathionylspermidine I,
722,751,Glyceraldehyde,
723,752,Glyceric acid,
724,754,Glycerophosphoric acid,
725,755,3beta-GlycocholicAcid,
726,756,Glycolaldehyde,
727,757,Glycolic Acid,
728,758,"[6-[6-[5-Acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl [3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",
729,759,"[6-[6-[5-Acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl dihydrogen phosphate",
730,760,Glyoxylic acid,
731,761,CID 761,
732,762,CID 762,
733,763,Glycocyamine,
734,764,CID 764,
735,765,CID 765,
736,766,CID 766,
737,767,Carbonic Acid,
738,768,Hydrogen Cyanide,
739,769,Bicarbonate,
740,770,CID 770,
